# WAVELENGTH    FLUX        
  2362.163818   1.1879E-13  
  2363.537598   1.2291E-13  
  2364.911377   1.1788E-13  
  2366.285156   1.2169E-13  
  2367.658936   1.2296E-13  
  2369.032715   1.2753E-13  
  2370.406494   1.3285E-13  
  2371.780273   1.3502E-13  
  2373.154053   1.2629E-13  
  2374.527832   1.1583E-13  
  2375.901611   1.2545E-13  
  2377.275391   1.3436E-13  
  2378.64917    1.2682E-13  
  2380.022949   1.1192E-13  
  2381.396729   9.317E-14   
  2382.770508   7.6402E-14  
  2384.144043   9.6482E-14  
  2385.517822   1.2136E-13  
  2386.891602   1.2815E-13  
  2388.265381   1.1795E-13  
  2389.63916    1.1669E-13  
  2391.012939   1.3601E-13  
  2392.386719   1.3997E-13  
  2393.760254   1.3778E-13  
  2395.134033   1.1076E-13  
  2396.507812   1.0681E-13  
  2397.881592   1.2762E-13  
  2399.255371   1.2112E-13  
  2400.628906   1.2912E-13  
  2402.002686   1.3618E-13  
  2403.376465   1.3096E-13  
  2404.750244   1.1286E-13  
  2406.124023   1.0826E-13  
  2407.497559   1.1526E-13  
  2408.871338   1.315E-13   
  2410.245117   1.189E-13   
  2411.618652   1.0753E-13  
  2412.992432   1.2088E-13  
  2414.366211   1.2806E-13  
  2415.73999    1.4444E-13  
  2417.113525   1.488E-13   
  2418.487305   1.5204E-13  
  2419.861084   1.5862E-13  
  2421.234619   1.6366E-13  
  2422.608398   1.6242E-13  
  2423.981934   1.5073E-13  
  2425.355713   1.5174E-13  
  2426.729492   1.6039E-13  
  2428.103027   1.6074E-13  
  2429.476807   1.5575E-13  
  2430.850342   1.6267E-13  
  2432.224121   1.6457E-13  
  2433.597656   1.5746E-13  
  2434.971436   1.4825E-13  
  2436.345215   1.4854E-13  
  2437.71875    1.5353E-13  
  2439.092529   1.5084E-13  
  2440.466064   1.5462E-13  
  2441.8396     1.6457E-13  
  2443.213379   1.6217E-13  
  2444.586914   1.624E-13   
  2445.960693   1.6171E-13  
  2447.334229   1.6597E-13  
  2448.708008   1.6553E-13  
  2450.081543   1.6179E-13  
  2451.455078   1.5656E-13  
  2452.828857   1.5971E-13  
  2454.202393   1.6365E-13  
  2455.575928   1.6749E-13  
  2456.949707   1.7149E-13  
  2458.323242   1.717E-13   
  2459.696777   1.701E-13   
  2461.070557   1.6703E-13  
  2462.444092   1.5413E-13  
  2463.817627   1.543E-13   
  2465.191162   1.5796E-13  
  2466.564941   1.6062E-13  
  2467.938477   1.6191E-13  
  2469.312012   1.6359E-13  
  2470.685547   1.6277E-13  
  2472.059082   1.6094E-13  
  2473.432617   1.5214E-13  
  2474.806152   1.6267E-13  
  2476.179932   1.6444E-13  
  2477.553467   1.5693E-13  
  2478.927002   1.5362E-13  
  2480.300537   1.5216E-13  
  2481.674072   1.6387E-13  
  2483.047607   1.4652E-13  
  2484.421143   1.374E-13   
  2485.794678   1.4539E-13  
  2487.168213   1.4617E-13  
  2488.541748   1.4124E-13  
  2489.915283   1.3452E-13  
  2491.288818   1.2783E-13  
  2492.662354   1.5233E-13  
  2494.035645   1.6559E-13  
  2495.40918    1.7971E-13  
  2496.782715   1.8094E-13  
  2498.15625    1.7907E-13  
  2499.529785   1.824E-13   
  2500.90332    1.7956E-13  
  2502.276611   1.7375E-13  
  2503.650146   1.7592E-13  
  2505.023682   1.6546E-13  
  2506.397217   1.4744E-13  
  2507.770508   1.4431E-13  
  2509.144043   1.7531E-13  
  2510.517578   1.7421E-13  
  2511.890869   1.6208E-13  
